seed,mechanism,missing_pct,method,n_train,n_test,n_features,cv_f1_mean,cv_f1_std,test_accuracy,test_precision,test_recall,test_f1,test_roc_auc,runtime_seconds
99,MAR,10,knn,239,60,12,0.7549593733274949,0.017910845212287817,0.8166666666666667,0.75,0.631578947368421,0.6857142857142857,0.849165596919127,0.4126263000071049
99,MAR,10,iterative,239,60,12,0.7498371735791091,0.045549056402195594,0.8166666666666667,0.7222222222222222,0.6842105263157895,0.7027027027027027,0.8575096277278562,0.4471610999898985
99,MAR,20,mean,239,60,12,0.6462247867662807,0.09395141142066542,0.7833333333333333,0.8,0.42105263157894735,0.5517241379310345,0.7984595635430038,0.46792029999778606
99,MAR,20,median,239,60,12,0.6716120931131072,0.1006656217596304,0.7666666666666667,0.7272727272727273,0.42105263157894735,0.5333333333333333,0.7933247753530167,0.43560600001364946
99,MAR,20,knn,239,60,12,0.6693756613756614,0.047030512400034925,0.7833333333333333,0.8,0.42105263157894735,0.5517241379310345,0.8350449293966623,0.4554031000006944
99,MAR,20,iterative,239,60,12,0.6610300825310966,0.08111300999044459,0.7833333333333333,0.8,0.42105263157894735,0.5517241379310345,0.7374839537869062,0.4509682999923825
99,MAR,30,mean,239,60,12,0.6965717934683452,0.08593228496619237,0.85,0.8571428571428571,0.631578947368421,0.7272727272727273,0.8157894736842104,0.45084820000920445
99,MAR,30,median,239,60,12,0.6984229963584803,0.03016453916743051,0.8333333333333334,0.8,0.631578947368421,0.7058823529411765,0.8145057766367138,0.34133769999607466
99,MAR,30,knn,239,60,12,0.7346928686194537,0.0888163770380928,0.8333333333333334,0.8,0.631578947368421,0.7058823529411765,0.8267008985879333,0.43141479999758303
99,MAR,30,iterative,239,60,12,0.6891304347826087,0.05698321960858822,0.8,0.7333333333333333,0.5789473684210527,0.6470588235294118,0.806803594351733,0.47302080001099966
99,MNAR,10,mean,239,60,12,0.7432578660164868,0.03630646074993161,0.7666666666666667,0.6666666666666666,0.5263157894736842,0.5882352941176471,0.8356867779204108,0.4182444000034593
99,MNAR,10,median,239,60,12,0.7167195767195768,0.05279309825242367,0.8,0.7692307692307693,0.5263157894736842,0.625,0.8677792041078306,0.41207459999714047
99,MNAR,10,knn,239,60,12,0.720917892308326,0.038225481462683085,0.8,0.7333333333333333,0.5789473684210527,0.6470588235294118,0.8421052631578947,0.4385413999843877
99,MNAR,10,iterative,239,60,12,0.7368418011354608,0.0523693869187798,0.7666666666666667,0.6666666666666666,0.5263157894736842,0.5882352941176471,0.8344030808729139,0.4953348000126425
99,MNAR,20,mean,239,60,12,0.5545188834154351,0.07918451222565949,0.75,0.6666666666666666,0.42105263157894735,0.5161290322580645,0.8080872913992297,0.45069840000360273
99,MNAR,20,median,239,60,12,0.578041748356591,0.09989999487143324,0.7333333333333333,0.6153846153846154,0.42105263157894735,0.5,0.803594351732991,0.3995075999991968
99,MNAR,20,knn,239,60,12,0.5567287784679088,0.10182547394446298,0.75,0.6666666666666666,0.42105263157894735,0.5161290322580645,0.8010269576379975,0.42487349998555146
99,MNAR,20,iterative,239,60,12,0.5723201586020178,0.04758377452274487,0.7666666666666667,0.7272727272727273,0.42105263157894735,0.5333333333333333,0.7817715019255456,0.4310000999830663
99,MNAR,30,mean,239,60,12,0.5859310344827586,0.10183159724458841,0.7833333333333333,0.8,0.42105263157894735,0.5517241379310345,0.8234916559691913,0.4516345000010915
99,MNAR,30,median,239,60,12,0.585076923076923,0.05557952408665336,0.8,0.8181818181818182,0.47368421052631576,0.6,0.7599486521181,0.4699712000146974
99,MNAR,30,knn,239,60,12,0.5920092017483322,0.10193151134411413,0.8166666666666667,0.7857142857142857,0.5789473684210527,0.6666666666666666,0.769576379974326,0.5115839999925811
99,MNAR,30,iterative,239,60,12,0.5465977011494253,0.0955581499461917,0.8,0.8888888888888888,0.42105263157894735,0.5714285714285714,0.7432605905006417,0.5236930999963079
